,country,page,revision_id,article_quality,population
297,Uganda,Charles Oboth Ofumbi,693292931,Start,44.1
298,Uganda,Pumla Kisosonkole,693388584,Start,44.1
299,Uganda,Francis K. Butagira,707473503,Start,44.1
300,Uganda,Otema Allimadi,708054598,Stub,44.1
301,Uganda,Omwony Ojwok,713020154,Stub,44.1
302,Uganda,Jachan Mandir Omach,715433158,Stub,44.1
303,Uganda,Onegi Obel,717146307,Start,44.1
304,Uganda,Saleh Kamba,720059752,Stub,44.1
305,Uganda,John Kabaireho,723957779,Stub,44.1
306,Uganda,Tete Chelangat,724554948,Stub,44.1
307,Uganda,Sarah Kanyike,725742962,Start,44.1
308,Uganda,Gagawala Wambuzi,726767754,Stub,44.1
309,Uganda,Julius Wandera Maganda,726918511,Stub,44.1
310,Uganda,Haruna Kasolo Kyeyune,726919678,Stub,44.1
311,Uganda,Yabezi Kiiza,736273855,Stub,44.1
312,Uganda,Semei Kakungulu,737799048,C,44.1
313,Uganda,Abu Mayanja,746946728,C,44.1
314,Uganda,Daniel Kidega,753278613,Start,44.1
315,Uganda,Eng Abner Nangwale,756457100,Stub,44.1
316,Uganda,Yowabu Magada Kawaluuko,757388522,Start,44.1
317,Uganda,Grace Kwiyucwiny,757563021,Start,44.1
318,Uganda,Mary Goretti Kitutu,757615490,Start,44.1
319,Uganda,Rukiya Chekamondo,757616921,Start,44.1
320,Uganda,Sezi Mbaguta,757617202,Start,44.1
321,Uganda,Frederick Ngobi Gume,758395750,Stub,44.1
322,Uganda,Rosemary Seninde,758567928,Start,44.1
323,Uganda,Gerald Ssendaula,759366517,C,44.1
324,Uganda,Juma Oris,759378614,Stub,44.1
325,Uganda,Godfrey Kiwanda,759877869,Stub,44.1
326,Uganda,Geoffrey Onegi Obel,760056661,Start,44.1
327,Uganda,Tom Butime,760181848,Start,44.1
328,Uganda,Dennis Galabuzi Ssozi,760184747,Start,44.1
329,Uganda,Ken Lukyamuzi,763247419,Stub,44.1
330,Uganda,Victoria Sekitoleko,766481345,C,44.1
331,Uganda,Emmanuel Otala,766665157,Start,44.1
332,Uganda,Kabakumba Masiko,770316807,C,44.1
333,Uganda,Innocent Oula,771724283,Start,44.1
334,Uganda,Isaac Mulindwa,773245217,Start,44.1
335,Uganda,Hope Mwesigye,773870932,Start,44.1
336,Uganda,Katikkiro of Buganda,774683767,Stub,44.1
337,Uganda,Daudi Cwa II of Buganda,774683907,Start,44.1
338,Uganda,Ssuuna II of Buganda,774684052,Start,44.1
339,Uganda,Kamaanya of Buganda,774684080,Start,44.1
340,Uganda,Semakookiro of Buganda,774684109,Start,44.1
341,Uganda,Jjunju of Buganda,774684124,Start,44.1
342,Uganda,Kato Kintu,774684195,Stub,44.1
343,Uganda,Chwa I of Buganda,774684228,Start,44.1
344,Uganda,Kyabaggu of Buganda,774830237,Start,44.1
345,Uganda,Kiweewa of Buganda,774831268,Start,44.1
346,Uganda,Ismael Orot,775522497,Stub,44.1
347,Uganda,James Obita,775995921,Stub,44.1
348,Uganda,Janat Mukwaya,776107670,Start,44.1
349,Uganda,Besueri Kiwanuka Lusse Mulondo,776344991,Start,44.1
350,Uganda,Jeremiah Twa-Twa,776491782,Start,44.1
351,Uganda,Joyce Kakuramatsi Kikafunda,777643576,Stub,44.1
352,Uganda,Kania Obiga,778265355,Stub,44.1
353,Uganda,Apollo Kironde,778598971,Stub,44.1
354,Uganda,Kibirige Mayanja,778840186,Start,44.1
355,Uganda,Kintu Musoke,779007768,Start,44.1
356,Uganda,Jessica Alupo,779397351,Start,44.1
357,Uganda,Rebecca Amuge Otengo,779397437,Start,44.1
358,Uganda,Syda Bbumba,779397532,Start,44.1
359,Uganda,Alintuma Nsambu,781605803,Stub,44.1
360,Uganda,Esther Mbulakubuza Mbayo,781789704,Start,44.1
361,Uganda,Abdul Nadduli,782460126,Stub,44.1
362,Uganda,Moses Kizige,782979760,Start,44.1
363,Uganda,Maria Kiwanuka,783449036,Start,44.1
364,Uganda,Elijah Mushemeza,784734768,Start,44.1
365,Uganda,Michael Lulume Bayigga,784768216,Start,44.1
366,Uganda,Deo Rwabiita,785038536,Stub,44.1
367,Uganda,Daudi Ochieng,785108122,Stub,44.1
368,Uganda,Joy Kabatsi,785339072,Start,44.1
369,Uganda,Joshua Wanume Kibedi,785862055,C,44.1
370,Uganda,Kizza Besigye,786081128,C,44.1
371,Uganda,Apolo Kagwa,786226893,C,44.1
372,Uganda,Michael Kawalya Kagwa,787306486,Stub,44.1
373,Uganda,Abed Bwanika,787410566,Start,44.1
374,Uganda,Aggrey Awori,787858057,C,44.1
375,Uganda,Aggrey Bagiire,787858062,Stub,44.1
376,Uganda,Agnes Akiror,787870163,Start,44.1
377,Uganda,Namirembe Bitamazire,788019797,Start,44.1
378,Uganda,Amon Bazira,788899061,Stub,44.1
379,Uganda,Christopher Iga,788972378,Stub,44.1
380,Uganda,Nasser Sebaggala,788972461,Start,44.1
381,Uganda,Erias Lukwago,788972566,Start,44.1
382,Uganda,Template:KampalaMayors,788972642,Stub,44.1
383,Uganda,Beatrice Wabudeya,789747515,Start,44.1
384,Uganda,Jane Aceng,789747629,C,44.1
385,Uganda,Ruth Achieng,789747664,Stub,44.1
386,Uganda,Justine Ayebazibwe,789748037,Stub,44.1
387,Uganda,Jessica Eriyo,789748269,Start,44.1
388,Uganda,Mary Karooro Okurut,789748670,Start,44.1
389,Uganda,Adrian Tibaleka,789748752,Stub,44.1
390,Uganda,Nusura Tiperu,789748782,Start,44.1
391,Uganda,Florence Nakiwala Kiyingi,789748978,Start,44.1
392,Uganda,Ruth Nankabirwa,789799593,Start,44.1
393,Uganda,Justine Lumumba Kasule,789799605,Start,44.1
394,Uganda,Idah Nantaba,789799744,C,44.1
395,Uganda,Harriet Ntabazi,789799847,Start,44.1
396,Uganda,Florence Nebanda,789799901,Start,44.1
397,Uganda,Lukia Isanga Nakadama,789799952,Start,44.1
398,Uganda,Mariam Nalubega,789799984,Start,44.1
399,Uganda,Jenipher Namuyangu,789800111,C,44.1
400,Uganda,Sarah Kataike,789800331,C,44.1
401,Uganda,Caroline Amali Okao,789800629,Start,44.1
402,Uganda,Beatrice Rwakimari,789803765,Stub,44.1
403,Uganda,Mariam Naigaga,790372580,C,44.1
404,Uganda,Rose Akol,790424964,Start,44.1
405,Uganda,Amelia Kyambadde,790428762,Start,44.1
406,Uganda,Jehoash Mayanja Nkangi,790837175,Start,44.1
407,Uganda,Joash Mayanja Nkangi,790993796,C,44.1
408,Uganda,Moses Adome,791007274,Stub,44.1
409,Uganda,Paulson Luttamaguzi,791007297,Stub,44.1
410,Uganda,Charles Engola,793154991,Start,44.1
411,Uganda,Cerinah Nebanda,793515881,Start,44.1
412,Uganda,John Ssebaana Kizito,793539141,Start,44.1
413,Uganda,Persis Namuganza,793628029,Start,44.1
414,Uganda,Christine Amongin Aporu,794194807,Start,44.1
415,Uganda,Christine Ondoa,794200311,Start,44.1
416,Uganda,Concy Aciro,795100048,Start,44.1
417,Uganda,Peace Mutuuzo,795181968,Start,44.1
418,Uganda,Patrick Kayemba,795404749,Stub,44.1
419,Uganda,Alengot Oromait,795458281,Start,44.1
420,Uganda,Beti Kamya-Turwomwe,796177970,C,44.1
421,Uganda,Abdu Katuntu,796406864,Stub,44.1
422,Uganda,Loyce Biira Bwambale,796684047,Start,44.1
423,Uganda,Mike Kennedy Sebalu,796694225,Stub,44.1
424,Uganda,Miria Matembe,796695675,Start,44.1
425,Uganda,Kalema of Buganda,796808819,Start,44.1
426,Uganda,Maria Mutagamba,796899099,Start,44.1
427,Uganda,Sarah Achieng Opendi,796991691,Start,44.1
428,Uganda,Benedicto Kiwanuka,797399615,Start,44.1
429,Uganda,Yusuf Lule,797449179,Start,44.1
430,Uganda,Miria Obote,797874277,Stub,44.1
431,Uganda,Grace Akello,798483499,Start,44.1
432,Uganda,Joyce Moriku,798506935,Start,44.1
433,Uganda,David Karubanga,799178559,Stub,44.1
434,Uganda,Peter Takirambudde,799513148,Stub,44.1
435,Uganda,Mustafa Adrisi,799651351,Stub,44.1
436,Uganda,Rose Namayanja,800003733,C,44.1
437,Uganda,Timeline of Kampala,800090136,C,44.1
438,Uganda,Dora Byamukama,800350710,Stub,44.1
439,Uganda,Kirya Balaki Kebba,800452152,C,44.1
440,Uganda,Ismail Ogama,800595514,Stub,44.1
441,Uganda,Kassiano Wadri,800595577,Stub,44.1
442,Uganda,Abraham Waligo,800900766,Stub,44.1
443,Uganda,Rebecca Kadaga,800965489,Start,44.1
444,Uganda,Emma Boona,801577218,C,44.1
445,Uganda,Augustine Nshimye,801836959,Start,44.1
446,Uganda,Ibrahim Ssemujju Nganda,801874546,Start,44.1
447,Uganda,Paulo Muwanga,802211455,Start,44.1
448,Uganda,Christopher Kibanzanga,802286792,Start,44.1
449,Uganda,Ezekiel Tenywa Wako of Busoga,802517620,Stub,44.1
450,Uganda,Robert Kyagulanyi Ssentamu,802822017,C,44.1
451,Uganda,Mariam Najjemba,802972400,Start,44.1
452,Uganda,Bernadette Olowo,803360897,Stub,44.1
453,Uganda,Monica Azuba Ntege,803417110,Start,44.1
454,Uganda,Benna Namugwanya,804317144,Start,44.1
455,Uganda,Dorothy Hyuha,804643751,Start,44.1
456,Uganda,Sam Cheptoris,804781815,Start,44.1
457,Uganda,Betty Oyella Bigombe,804829931,C,44.1
458,Uganda,Muwenda Mutebi II of Buganda,804856220,C,44.1
459,Uganda,Nabilah Naggayi Sempala,804883827,Start,44.1
460,Uganda,Charles Mayiga,804903944,Start,44.1
461,Uganda,Muteesa I of Buganda,805179937,Start,44.1
